Time (s),Mass (kg),Force (kN)
0.001799043062200957,1200.0,15.596330275229377
0.0018181818181818182,1200.2305918524212,15.596330275229377
0.0014832535885167463,1200.4611837048424,15.596330275229377
0.0015119617224880382,1200.6917755572636,15.596330275229377
0.0008133971291866029,1200.922367409685,16.513761467889935
0.0008133971291866029,1201.1529592621062,15.596330275229377
0.0008325358851674642,1201.3835511145273,15.596330275229377
0.0008229665071770335,1201.6141429669485,15.596330275229377
0.00021052631578947367,1201.8447348193697,16.513761467889935
0.00021052631578947367,1202.075326671791,15.596330275229377
0.00020095693779904306,1202.305918524212,14.678899082568819
0.00018181818181818183,1202.5365103766333,14.678899082568819
0.00020095693779904306,1202.7671022290547,14.678899082568819
0.00021052631578947367,1202.9976940814759,15.596330275229377
0.0019425837320574163,1203.228285933897,18.348623853210995
0.0018851674641148326,1203.4588777863182,18.348623853210995
0.001799043062200957,1203.6894696387394,19.266055045871553
0.0008612440191387561,1203.9200614911606,21.10091743119267
0.0008612440191387561,1204.1506533435818,16.513761467889935
0.00019138755980861245,1204.381245196003,21.10091743119267
0.00019138755980861245,1204.6118370484244,18.348623853210995
0.00021052631578947367,1204.8424289008456,18.348623853210995
0.00022009569377990433,1205.0730207532667,19.266055045871553
0.00022009569377990433,1205.303612605688,20.18348623853211
0.00021052631578947367,1205.5342044581091,21.10091743119267
0.001799043062200957,1205.7647963105303,22.018348623853228
0.001799043062200957,1205.9953881629515,21.10091743119267
0.000937799043062201,1206.225980015373,22.018348623853228
0.000937799043062201,1206.456571867794,16.513761467889935
0.0008133971291866029,1206.6871637202153,22.018348623853228
0.0008133971291866029,1206.9177555726365,18.348623853210995
0.0018851674641148326,1207.1483474250576,22.935779816513786
0.001894736842105263,1207.3789392774788,22.935779816513786
0.0019234449760765552,1207.6095311299,20.18348623853211
0.0019234449760765552,1207.8401229823212,19.266055045871553
0.0019234449760765552,1208.0707148347426,20.18348623853211
0.0019330143540669858,1208.3013066871638,21.10091743119267
0.0019425837320574163,1208.531898539585,20.18348623853211
0.0019521531100478468,1208.7624903920062,20.18348623853211
0.0019617224880382777,1208.9930822444273,19.266055045871553
0.0019617224880382777,1209.2236740968485,16.513761467889935
0.0019521531100478468,1209.4542659492697,15.596330275229377
0.0019425837320574163,1209.684857801691,15.596330275229377
0.0019234449760765552,1209.9154496541123,17.431192660550437
0.0019138755980861245,1210.1460415065335,16.513761467889935
0.0019043062200956938,1210.3766333589547,17.431192660550437
0.0019043062200956938,1210.6072252113759,19.266055045871553
0.001894736842105263,1210.837817063797,20.18348623853211
0.0018851674641148326,1211.0684089162182,20.18348623853211
0.001875598086124402,1211.2990007686394,21.10091743119267
0.0018660287081339712,1211.5295926210608,20.18348623853211
0.0018660287081339712,1211.760184473482,19.266055045871553
0.0018660287081339712,1211.9907763259032,20.18348623853211
0.001875598086124402,1212.2213681783244,21.10091743119267
0.0018851674641148326,1212.4519600307456,20.18348623853211
0.001894736842105263,1212.6825518831668,20.18348623853211
0.0019043062200956938,1212.913143735588,19.266055045871553
0.0019043062200956938,1213.1437355880091,16.513761467889935
0.001894736842105263,1213.3743274404305,15.596330275229377
0.0018851674641148326,1213.6049192928517,15.596330275229377
0.0018660287081339712,1213.835511145273,17.431192660550437
0.001875598086124402,1214.066102997694,16.513761467889935
0.0018660287081339712,1214.2966948501153,15.596330275229377
0.0018564593301435405,1214.5272867025365,15.596330275229377
0.0018468899521531103,1214.7578785549576,16.513761467889935
0.0018468899521531103,1214.9884704073788,21.10091743119267
0.0018564593301435405,1215.2190622598002,22.018348623853228
0.0018468899521531103,1215.4496541122214,21.10091743119267
0.0018373205741626796,1215.6802459646426,22.018348623853228
0.0018277511961722489,1215.9108378170638,21.10091743119267
0.0018181818181818182,1216.141429669485,21.10091743119267
0.0018277511961722489,1216.3720215219062,20.18348623853211
0.0018277511961722489,1216.6026133743273,18.348623853210995
0.0018181818181818182,1216.8332052267488,17.431192660550437
0.0018086124401913875,1217.06379707917,17.431192660550437
0.0018277511961722489,1217.2943889315911,17.431192660550437
0.0018277511961722489,1217.5249807840123,21.10091743119267
0.0018373205741626796,1217.7555726364335,22.018348623853228
0.0018468899521531103,1217.9861644888547,21.10091743119267
0.0018468899521531103,1218.2167563412759,16.513761467889935
0.0018373205741626796,1218.447348193697,15.596330275229377
0.0018468899521531103,1218.6779400461185,16.513761467889935
0.0018564593301435405,1218.9085318985396,15.596330275229377
0.0019043062200956938,1219.1391237509608,15.596330275229377
0.0019138755980861245,1219.369715603382,16.513761467889935
